col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,area_code_408,area_code_415,area_code_510,churn
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946859903381642,0.0,0.0,0.0,0.4309278350515464,0.5,0.4309403437815976,0.39859623199113414,0.48598130841121484,0.39852238157322906,0.7355154251316779,0.5887850467289719,0.7349498327759197,0.15942028985507242,0.4,0.15860215053763443,0.3333333333333333,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28502415458937197,0.0,0.0,0.0,0.5584192439862543,0.7884615384615384,0.5585439838220425,0.5722201699298116,0.542056074766355,0.5719252498913515,0.13205417607223474,0.6261682242990654,0.1321070234113712,0.6666666666666667,0.4,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4975845410628019,0.0,0.0,0.0,0.40962199312714764,0.3653846153846154,0.40970677451971693,0.3546361285555967,0.2897196261682243,0.3546284224250327,0.40970654627539504,0.8785046728971961,0.40969899665551845,0.4492753623188406,0.8,0.4489247311827957,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25603864734299514,0.0,0.0,0.0,0.759106529209622,0.7115384615384616,0.7593528816986855,0.5038788326560769,0.37383177570093457,0.5036940460669274,0.3194130925507901,0.24299065420560745,0.3193979933110368,0.5579710144927537,0.6000000000000001,0.5591397849462367,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961352657004831,0.0,1.0,0.9,0.21099656357388316,0.375,0.2109201213346815,0.7288511267085336,0.542056074766355,0.7288135593220338,0.6053423626787058,0.5887850467289719,0.6053511705685618,0.7173913043478262,0.4,0.717741935483871,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4492753623188405,0.0,0.0,0.0,0.3594501718213058,0.4326923076923077,0.35955510616784625,0.6413003324713706,0.4953271028037382,0.641025641025641,0.5996990218209179,0.1214953271028037,0.5994983277591974,0.5797101449275363,0.30000000000000004,0.5806451612903227,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314009661835748,0.0,0.0,0.0,0.5268041237113402,0.5673076923076924,0.5269969666329626,0.6712227558182491,0.21495327102803735,0.6710126032159931,0.40707298720842744,0.3925233644859813,0.407190635451505,0.5144927536231885,0.7000000000000001,0.5161290322580645,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.3955326460481099,0.6923076923076924,0.3955510616784631,0.5038788326560769,0.35514018691588783,0.5036940460669274,0.42701279157261096,0.5700934579439252,0.4264214046822743,0.7898550724637683,0.9,0.7903225806451615,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5314009661835748,0.0,1.0,0.5750000000000001,0.18281786941580755,0.41346153846153844,0.18281092012133468,0.568895456224603,0.6635514018691588,0.568883094306823,0.3965387509405568,0.38317757009345793,0.39632107023411367,0.6449275362318841,0.4,0.6451612903225807,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7729468599033816,0.0,0.0,0.0,0.9890034364261169,0.5,0.9892821031344793,0.6135943849279646,0.8224299065420559,0.6132116471099521,0.653875094055681,0.542056074766355,0.6538461538461537,0.3188405797101449,0.5,0.31989247311827956,0.6666666666666666,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3768115942028985,0.0,0.0,0.0,0.6154639175257731,0.5961538461538461,0.6155712841253792,0.6302179534540082,0.691588785046729,0.6301607996523251,0.609104589917231,0.5046728971962615,0.6086956521739131,0.39130434782608703,0.30000000000000004,0.39247311827956993,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2318840579710145,1.0,1.0,0.8,0.4893470790378007,0.673076923076923,0.4893832153690597,0.6010343553749539,0.691588785046729,0.6010430247718384,0.5142964635063958,0.6448598130841121,0.5142140468227424,0.8478260869565217,0.30000000000000004,0.849462365591398,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4589371980676328,0.0,0.0,0.0,0.24776632302405496,0.7692307692307693,0.24772497472194135,0.814554857776136,0.37383177570093457,0.8144285093437635,0.418359668924003,0.42990654205607476,0.4180602006688964,0.8333333333333335,0.7000000000000001,0.8333333333333335,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47826086956521735,0.0,1.0,0.8,0.31168384879725086,0.7211538461538461,0.31162790697674425,0.615441448097525,0.5046728971962615,0.6153846153846153,0.46764484574868326,0.5607476635514017,0.46739130434782616,0.6666666666666667,0.9,0.6666666666666667,1.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502415458937198,0.0,1.0,0.775,0.2580756013745704,0.576923076923077,0.25803842264914056,0.6834133727373477,0.6728971962616823,0.683181225554107,0.95372460496614,0.514018691588785,0.9531772575250835,0.3550724637681161,0.4,0.35483870967741943,0.3333333333333333,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6328502415458936,0.0,1.0,0.9,0.5752577319587628,0.4326923076923077,0.5753286147623863,0.33985962319911356,0.2616822429906542,0.3398522381573229,0.2392776523702032,0.42990654205607476,0.2391304347826087,0.7463768115942029,0.5,0.7473118279569895,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5700483091787439,0.0,1.0,0.6000000000000001,0.6278350515463916,0.4423076923076923,0.627906976744186,0.27484299963058734,0.04672897196261677,0.2746631899174272,0.2693754702784049,0.3644859813084112,0.26923076923076916,0.5724637681159421,0.4,0.5725806451612903,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5748792270531401,0.0,0.0,0.0,0.26838487972508585,0.3076923076923077,0.2683518705763397,0.22201699298115998,0.3644859813084112,0.22164276401564537,0.6290443942814147,0.3925233644859813,0.6287625418060201,0.3405797101449275,0.30000000000000004,0.34139784946236557,0.3333333333333333,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115941,0.0,0.0,0.0,0.6477663230240549,0.701923076923077,0.6479271991911021,0.16919098633173255,0.4766355140186915,0.16905693176879616,0.45522949586155004,0.5700934579439252,0.4548494983277592,0.2681159420289855,0.4,0.2688172043010753,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41062801932367143,1.0,0.0,0.0,0.4395189003436426,0.798076923076923,0.4396359959555106,0.379386775027706,0.514018691588785,0.37940026075619293,0.23024830699774268,0.6728971962616821,0.229933110367893,0.5797101449275363,0.2,0.5806451612903227,0.6666666666666666,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6908212560386473,0.0,1.0,0.45,0.24707903780068732,0.5865384615384616,0.24711830131445903,0.16180273365349093,0.6168224299065421,0.16166883963494133,0.5293453724604966,0.6074766355140186,0.5292642140468228,0.48550724637681164,0.5,0.4865591397849463,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5893719806763285,0.0,0.0,0.0,0.2759450171821306,0.4423076923076923,0.2760364004044489,0.3165866272626524,0.5327102803738317,0.3163841807909604,0.7558314522197142,0.6822429906542056,0.7558528428093646,0.4492753623188406,0.4,0.4489247311827957,0.6666666666666666,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.608695652173913,0.0,1.0,0.7250000000000001,0.34914089347079036,0.9423076923076924,0.3492416582406471,0.8803103066124863,0.542056074766355,0.8800521512385919,0.35891647855530473,0.6542056074766354,0.3586956521739131,0.5000000000000001,0.2,0.49999999999999994,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357487922705314,0.0,0.0,0.0,0.45292096219931277,0.7403846153846155,0.4529828109201214,0.34687846324344296,0.3644859813084112,0.34680573663624503,0.7110609480812641,0.3177570093457944,0.7107023411371238,0.19565217391304343,0.5,0.19623655913978494,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43961352657004826,0.0,1.0,0.4,0.5137457044673539,0.4903846153846154,0.5138523761375127,0.0446989287033617,0.8130841121495327,0.044328552803129084,0.44168547780285927,0.4672897196261681,0.44147157190635455,0.6739130434782609,0.30000000000000004,0.674731182795699,0.6666666666666666,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8840579710144927,0.0,0.0,0.0,0.6979381443298969,0.3653846153846154,0.6980788675429727,0.34244551163649806,0.542056074766355,0.3424598000869187,0.3607975921745673,0.5327102803738317,0.36036789297658867,0.7826086956521738,0.2,0.7822580645161292,0.6666666666666666,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536231884057971,0.0,1.0,0.42500000000000004,0.2938144329896907,0.4423076923076923,0.29383215369059656,0.05615072035463617,0.5327102803738317,0.056062581486310326,0.5504138449962378,0.4485981308411215,0.5501672240802676,0.3840579710144928,0.1,0.3844086021505377,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42028985507246375,1.0,0.0,0.0,0.6893470790378007,0.48076923076923084,0.6895854398382204,0.6926486885851497,0.29906542056074764,0.6923076923076923,0.8209179834462,0.2803738317757009,0.8210702341137123,0.2753623188405797,0.2,0.2741935483870968,0.3333333333333333,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32850241545893716,0.0,0.0,0.0,0.7175257731958763,0.5096153846153847,0.7176946410515672,0.16586627262652384,0.48598130841121484,0.16558018252933504,0.4108352144469526,0.8598130841121494,0.4105351170568562,0.4275362318840581,0.30000000000000004,0.4274193548387097,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4347826086956521,0.0,0.0,0.0,0.3443298969072165,0.6538461538461539,0.3443882709807886,0.8533431843369045,0.4766355140186915,0.8531073446327684,0.4808126410835215,0.7009345794392523,0.48076923076923084,0.2318840579710145,0.5,0.23118279569892475,0.6666666666666666,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5603864734299516,0.0,1.0,0.35000000000000003,0.15704467353951893,0.3173076923076923,0.15692618806875633,0.5714813446619875,0.5233644859813082,0.571490656236419,0.20654627539503384,0.5233644859813082,0.20652173913043476,0.37681159420289856,0.2,0.3763440860215053,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3768115942028985,0.0,1.0,0.625,0.634020618556701,0.451923076923077,0.6341759352881698,0.6560768378278538,0.4485981308411215,0.6558018252933506,0.5105342362678706,0.5233644859813082,0.5100334448160535,0.15942028985507242,0.5,0.15860215053763443,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4492753623188405,0.0,0.0,0.0,0.7793814432989691,0.3942307692307693,0.7795753286147624,0.3254525304765423,0.8598130841121494,0.32507605388961314,0.19751693002257337,0.7289719626168223,0.1973244147157191,0.5144927536231885,0.2,0.5161290322580645,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43961352657004826,0.0,0.0,0.0,0.5199312714776633,0.125,0.5201213346814965,0.19874399704469894,0.7850467289719625,0.19860930030421553,0.7140707298720843,0.22429906542056072,0.7140468227424749,0.6086956521739132,0.4,0.610215053763441,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7777777777777777,0.0,0.0,0.0,0.27697594501718215,0.3942307692307693,0.2770475227502528,0.4894717399335058,0.5981308411214954,0.4893524554541504,0.5443942814145974,0.48598130841121484,0.544314381270903,0.5797101449275363,0.30000000000000004,0.5806451612903227,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507246376811594,0.0,1.0,0.35000000000000003,0.5422680412371134,0.3653846153846154,0.542366026289181,0.09013668267454752,0.40186915887850466,0.08996088657105605,0.608352144469526,0.6915887850467288,0.6078595317725752,0.5144927536231885,0.30000000000000004,0.5161290322580645,0.6666666666666666,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4009661835748792,0.0,1.0,0.0,0.4494845360824742,0.47115384615384615,0.44954499494438827,0.5881049131880312,0.6635514018691588,0.5880052151238592,0.7264860797592175,0.24299065420560745,0.7265886287625418,0.30434782608695654,0.7000000000000001,0.30376344086021506,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1932367149758454,0.0,0.0,0.0,0.6505154639175258,0.1826923076923077,0.6507583417593529,0.6667898042113042,0.2523364485981308,0.6666666666666666,0.5872836719337848,0.5046728971962615,0.5869565217391305,0.6449275362318841,0.5,0.6451612903225807,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2657004830917874,0.0,0.0,0.0,0.7570446735395189,0.33653846153846156,0.7573306370070778,0.4791281861839676,0.4766355140186915,0.478922207735767,0.44582392776523694,0.6728971962616821,0.44565217391304357,0.7318840579710145,0.2,0.7338709677419355,0.3333333333333333,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777777,0.0,0.0,0.0,0.5154639175257731,0.673076923076923,0.5156723963599595,0.5899519763575914,0.4485981308411215,0.5897435897435898,0.42437923250564336,0.3364485981308411,0.42391304347826075,0.5942028985507246,0.30000000000000004,0.5940860215053765,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135265700483091,0.0,0.0,0.0,0.8027491408934708,0.451923076923077,0.8030333670374115,0.20760990025858886,0.7383177570093458,0.20730117340286836,0.5759969902182093,0.7009345794392523,0.5760869565217391,0.7971014492753623,0.6000000000000001,0.7983870967741937,0.6666666666666666,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6473429951690821,0.0,1.0,0.0,0.47457044673539517,0.27884615384615385,0.47462082912032355,0.513852973771703,0.514018691588785,0.5136897001303781,0.7392776523702032,0.5794392523364484,0.7391304347826088,0.5072463768115942,0.2,0.5080645161290323,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.8151202749140892,0.6153846153846155,0.8153690596562183,0.33542667159216843,0.45794392523364474,0.33507170795306385,0.49586155003762233,0.4766355140186915,0.4958193979933111,0.2318840579710145,0.4,0.23118279569892475,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700483091787439,0.0,0.0,0.0,0.7030927835051546,0.3846153846153847,0.7033367037411526,0.6619874399704471,0.29906542056074764,0.6618861364624076,0.6139954853273139,0.42990654205607476,0.6137123745819398,0.5434782608695653,0.30000000000000004,0.543010752688172,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38647342995169076,0.0,0.0,0.0,0.3810996563573883,0.8076923076923078,0.38119312436804853,0.24011821204285191,0.411214953271028,0.2398956975228162,0.4465763732129421,0.5887850467289719,0.4464882943143813,0.13043478260869565,0.4,0.12903225806451613,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6376811594202898,0.0,0.0,0.0,0.5931271477663229,0.5576923076923078,0.5933265925176947,0.809752493535279,0.719626168224299,0.8096479791395046,0.49943566591422117,0.5700934579439252,0.49916387959866215,0.5144927536231885,0.2,0.5161290322580645,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6763285024154588,0.0,0.0,0.0,0.0597938144329897,0.576923076923077,0.059656218402426714,0.360916143332102,0.3364485981308411,0.3607127335940895,0.5861550037622273,0.6448598130841121,0.5861204013377926,0.48550724637681164,0.30000000000000004,0.4865591397849463,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38164251207729466,0.0,0.0,0.0,0.5508591065292097,0.6538461538461539,0.551061678463094,0.5378647949759883,0.42990654205607476,0.5375923511516731,0.4755455229495862,0.5046728971962615,0.47491638795986624,0.6811594202898552,0.30000000000000004,0.6827956989247312,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9082125603864734,0.0,1.0,0.75,0.41477663230240547,0.6538461538461539,0.41476238624873607,0.4846693756926488,0.02803738317757004,0.48457192524989134,0.38525206922498123,0.5794392523364484,0.3846153846153847,0.8695652173913044,0.6000000000000001,0.870967741935484,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6231884057971014,0.0,0.0,0.0,0.48728522336769764,0.8846153846153847,0.487360970677452,0.5049870705578131,0.5327102803738317,0.5049978270317254,0.35440180586907455,0.719626168224299,0.35451505016722407,0.5724637681159421,0.5,0.5725806451612903,0.3333333333333333,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,1.0,0.0,0.0,0.4357388316151203,0.33653846153846156,0.435793731041456,0.22201699298115998,0.3364485981308411,0.22164276401564537,0.7310007524454477,0.48598130841121484,0.7307692307692307,0.7753623188405798,0.30000000000000004,0.7768817204301077,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5265700483091788,0.0,0.0,0.0,0.7147766323024055,0.5961538461538461,0.7150657229524772,0.3620243812338383,0.8691588785046729,0.3620165145588875,0.4379232505643341,0.37383177570093457,0.43729096989966554,0.3188405797101449,0.30000000000000004,0.31989247311827956,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608695652173913,0.0,0.0,0.0,0.7240549828178693,0.41346153846153844,0.7241658240647119,0.56483191725157,0.4205607476635514,0.5645371577574968,0.6598946576373212,0.7663551401869158,0.6596989966555183,0.7608695652173914,0.6000000000000001,0.7607526881720432,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.608695652173913,0.0,1.0,0.675,0.5015463917525772,0.6250000000000001,0.5017189079878666,0.7007757665312154,0.514018691588785,0.7005649717514124,0.6583897667419112,0.5046728971962615,0.6580267558528428,0.42028985507246375,0.5,0.41935483870967744,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7101449275362318,0.0,0.0,0.0,0.6738831615120274,0.42307692307692313,0.6740141557128413,0.4480975249353528,0.4672897196261681,0.4480660582355497,0.4345372460496614,0.308411214953271,0.43394648829431437,0.20289855072463772,0.4,0.20161290322580644,0.6666666666666666,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24154589371980675,0.0,1.0,0.7000000000000001,0.8323024054982817,0.701923076923077,0.8325581395348837,0.5149612116734392,0.48598130841121484,0.5145588874402434,0.6715575620767494,0.3925233644859813,0.6714046822742475,0.3550724637681161,0.30000000000000004,0.35483870967741943,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328502415458936,0.0,0.0,0.0,0.5611683848797251,0.17307692307692313,0.5613751263902933,0.2571111932028076,0.6728971962616823,0.2568448500651891,0.41234010534236276,0.4485981308411215,0.4122073578595318,0.5434782608695653,0.30000000000000004,0.543010752688172,0.3333333333333333,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46376811594202894,0.0,0.0,0.0,0.8302405498281787,0.326923076923077,0.830535894843276,0.5053564831917252,0.5514018691588785,0.5049978270317254,0.6155003762227239,0.2523364485981308,0.6153846153846154,0.39855072463768126,0.4,0.39784946236559143,0.0,1.0,0.0,0.0,1.0
